0.000000 0.000000 0.000000
0.000000 0.000007 0.000000
0.000000 0.000013 0.000000
0.000001 0.000030 0.000000
0.000001 0.000045 0.000000
0.000001 0.000060 0.000000
0.000002 0.000087 0.000001
0.000003 0.000112 0.000001
0.000004 0.000135 0.000001
0.000005 0.000155 0.000001
0.000005 0.000174 0.000001
0.000006 0.000192 0.000002
0.000007 0.000209 0.000002
0.000008 0.000225 0.000002
0.000009 0.000248 0.000002
0.000010 0.000269 0.000003
0.000011 0.000288 0.000003
0.000013 0.000321 0.000003
0.000016 0.000350 0.000004
0.000018 0.000377 0.000004
0.000020 0.000402 0.000005
0.000022 0.000425 0.000006
0.000024 0.000446 0.000006
0.000028 0.000478 0.000007
0.000031 0.000507 0.000008
0.000035 0.000534 0.000009
0.000040 0.000572 0.000010
0.000045 0.000607 0.000011
0.000050 0.000639 0.000013
0.000060 0.000691 0.000015
0.000069 0.000738 0.000017
0.000079 0.000781 0.000020
0.000088 0.000820 0.000022
0.000098 0.000856 0.000024
0.000107 0.000891 0.000027
0.000121 0.000939 0.000030
0.000136 0.000983 0.000034
0.000150 0.001024 0.000037
0.000164 0.001063 0.000041
0.000178 0.001100 0.000045
0.000193 0.001134 0.000048
0.000215 0.001185 0.000054
0.000237 0.001233 0.000059
0.000259 0.001278 0.000065
0.000282 0.001320 0.000070
0.000304 0.001360 0.000076
0.000326 0.001399 0.000082
0.000360 0.001454 0.000090
0.000394 0.001506 0.000099
0.000428 0.001555 0.000107
0.000462 0.001602 0.000115
0.000496 0.001647 0.000124
0.000549 0.001714 0.000137
0.000602 0.001776 0.000150
0.000654 0.001836 0.000164
0.000707 0.001893 0.000177
0.000760 0.001947 0.000190
0.000813 0.001999 0.000203
0.000866 0.002050 0.000217
0.000919 0.002099 0.000230
0.000972 0.002146 0.000243
0.001025 0.002191 0.000256
0.001078 0.002236 0.000269
0.001131 0.002279 0.000283
0.001184 0.002322 0.000296
0.001237 0.002363 0.000309
0.001290 0.002403 0.000322
0.001343 0.002443 0.000336
0.001396 0.002481 0.000349
0.001449 0.002519 0.000362
0.001501 0.002557 0.000375
0.001554 0.002593 0.000389
0.001607 0.002629 0.000402
0.001660 0.002665 0.000415
0.001713 0.002700 0.000428
0.001766 0.002734 0.000442
0.001819 0.002768 0.000455
0.001872 0.002801 0.000468
0.001925 0.002834 0.000481
0.001978 0.002867 0.000494
0.002031 0.002899 0.000508
0.002084 0.002931 0.000521
0.002137 0.002962 0.000534
0.002190 0.002993 0.000547
0.002243 0.003024 0.000561
0.002296 0.003054 0.000574
0.002348 0.003084 0.000587
0.002401 0.003114 0.000600
0.002454 0.003144 0.000614
0.002507 0.003173 0.000627
0.002560 0.003202 0.000640
0.002613 0.003230 0.000653
0.002666 0.003259 0.000667
0.002719 0.003287 0.000680
0.002772 0.003315 0.000693
0.002825 0.003343 0.000706
0.002878 0.003370 0.000719
0.002931 0.003398 0.000733
0.002984 0.003425 0.000746
0.003037 0.003452 0.000759
0.003090 0.003478 0.000772
0.003170 0.003518 0.000792
0.003250 0.003558 0.000812
0.003329 0.003597 0.000832
0.003469 0.003665 0.000867
0.003608 0.003731 0.000902
0.003747 0.003796 0.000937
0.003886 0.003861 0.000971
0.004025 0.003924 0.001006
0.004164 0.003987 0.001041
0.004303 0.004049 0.001076
0.004442 0.004110 0.001110
0.004581 0.004171 0.001145
0.004720 0.004231 0.001180
0.004859 0.004290 0.001215
0.004998 0.004349 0.001250
0.005137 0.004408 0.001284
0.005276 0.004465 0.001319
0.005415 0.004523 0.001354
0.005554 0.004579 0.001389
0.005694 0.004636 0.001423
0.005833 0.004691 0.001458
0.005972 0.004747 0.001493
0.006111 0.004802 0.001528
0.006250 0.004857 0.001562
0.006389 0.004911 0.001597
0.006528 0.004965 0.001632
0.006667 0.005018 0.001667
0.006806 0.005072 0.001701
0.006945 0.005125 0.001736
0.007084 0.005177 0.001771
0.007223 0.005230 0.001806
0.007362 0.005282 0.001841
0.007501 0.005333 0.001875
0.007640 0.005385 0.001910
